Year,All ages estimate,Children 0-14,Adsocelent 10-19,Adults 15+,Adults 15-24,Adults 15-49,Adults 50+
2019,1 500 000 ,140 000 ,160 000 ,1 500 000 ,460 000 ,1 400 000 ,120 000 
