Year,All ages estimate,Children 0-14,Adsocelent 10-19,Adults 15+,Young Adults 15-24,Adults 15-49,Adults 50+
2020,37 600 000,1 700 000 ,1 600 000 ,35 200 000 ,3 400 000 ,27 200 000 ,7 900 000 
